Who will win the 2022 presidential election in Brazil?,2021-12-03T18:00:00Z,2022-10-30T07:01:00Z,Luiz Inácio Lula da Silva,"['Jair Bolsonaro', 'João Doria', 'Ciro Gomes', 'Sérgio Moro', 'Luiz Inácio Lula da Silva', 'Another candidate']","['Leader Entry/Exit', 'Elections and Referenda', 'Non-US Politics']",668,654,187,237,,https://www.gjopen.com/questions/2207-who-will-win-the-2022-presidential-election-in-brazil
86367,2022-10-30T05:45:55Z,9,"[27.0, 0.0, 0.0, 0.0, 73.0, 0.0]","[10.0, 0.0, 0.0, 0.0, -10.0, 0.0]"
100653,2022-03-14T08:49:34Z,22,"[25.0, 0.0, 0.0, 1.0, 73.0, 1.0]","[-1.0, 0.0, 0.0, -1.0, 2.0, 0.0]",
104018,2022-03-13T09:25:18Z,2,"[27.0, 0.0, 1.0, 1.0, 70.0, 1.0]","[15.0, 0.0, 0.0, 0.0, -15.0, 0.0]",
1333,2022-03-12T17:34:37Z,38,"[0.0, 0.0, 0.0, 0.0, 100.0, 0.0]","[-1.0, 0.0, 0.0, 0.0, 1.0, 0.0]",
102243,2022-03-12T16:34:05Z,8,"[28.0, 1.0, 1.0, 1.0, 67.0, 2.0]","[3.0, 0.0, 0.0, 0.0, -2.0, -1.0]",
100653,2022-03-11T17:10:28Z,21,"[26.0, 0.0, 0.0, 2.0, 71.0, 1.0]","[1.0, 0.0, 0.0, 0.0, -1.0, 0.0]",
100653,2022-03-11T08:33:34Z,20,"[25.0, 0.0, 0.0, 2.0, 72.0, 1.0]","[1.0, 0.0, 0.0, 0.0, -1.0, 0.0]",
104218,2022-03-09T16:31:31Z,2,"[28.0, 3.0, 1.0, 1.0, 67.0, 0.0]","[10.0, -10.0, 0.0, 0.0, 0.0, 0.0]",
42472,2022-03-09T14:55:52Z,1,"[20.0, 0.0, 0.0, 0.0, 80.0, 0.0]","[20.0, 0.0, 0.0, 0.0, 80.0, 0.0]",
100653,2022-03-09T09:20:11Z,19,"[24.0, 0.0, 0.0, 2.0, 73.0, 1.0]","[1.0, 0.0, 0.0, 0.0, 0.0, -1.0]",
94872,2022-03-09T05:07:08Z,14,"[26.0, 0.0, 0.0, 2.0, 71.0, 1.0]","[4.0, 0.0, 0.0, -2.0, 0.0, -2.0]",
104639,2022-03-08T20:59:32Z,1,"[13.0, 0.0, 0.0, 0.0, 87.0, 0.0]","[13.0, 0.0, 0.0, 0.0, 87.0, 0.0]",
92236,2022-03-08T11:19:09Z,1,"[10.0, 0.0, 0.0, 0.0, 90.0, 0.0]","[10.0, 0.0, 0.0, 0.0, 90.0, 0.0]",
1333,2022-03-08T07:15:18Z,37,"[1.0, 0.0, 0.0, 0.0, 99.0, 0.0]","[-1.0, 0.0, 0.0, 0.0, 1.0, 0.0]",
14432,2022-03-08T04:31:26Z,1,"[0.0, 0.0, 0.0, 0.0, 100.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 100.0, 0.0]",
99780,2022-03-07T23:38:53Z,6,"[25.0, 0.0, 0.0, 0.0, 75.0, 0.0]","[6.0, 0.0, 0.0, 0.0, -6.0, 0.0]",
102243,2022-03-07T16:20:01Z,7,"[25.0, 1.0, 1.0, 1.0, 69.0, 3.0]","[1.0, 0.0, 0.0, 0.0, 0.0, -1.0]",
1333,2022-03-07T11:33:49Z,36,"[2.0, 0.0, 0.0, 0.0, 98.0, 0.0]","[1.0, 0.0, 0.0, 0.0, -1.0, 0.0]",
100653,2022-03-07T08:47:32Z,18,"[23.0, 0.0, 0.0, 2.0, 73.0, 2.0]","[-1.0, 0.0, 0.0, 0.0, 0.0, 1.0]",
102243,2022-03-05T03:57:37Z,6,"[24.0, 1.0, 1.0, 1.0, 69.0, 4.0]","[1.0, 0.0, 0.0, -1.0, 0.0, 0.0]",
1333,2022-03-04T14:38:24Z,35,"[1.0, 0.0, 0.0, 0.0, 99.0, 0.0]","[-1.0, 0.0, 0.0, 0.0, 1.0, 0.0]",
1333,2022-03-03T11:06:51Z,34,"[2.0, 0.0, 0.0, 0.0, 98.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",
102649,2022-03-02T00:04:56Z,1,"[0.0, 12.0, 0.0, 22.0, 66.0, 0.0]","[0.0, 12.0, 0.0, 22.0, 66.0, 0.0]",
94872,2022-03-01T03:18:29Z,13,"[22.0, 0.0, 0.0, 4.0, 71.0, 3.0]","[-4.0, 0.0, 0.0, 2.0, -1.0, 3.0]",
104218,2022-02-28T15:09:37Z,1,"[18.0, 13.0, 1.0, 1.0, 67.0, 0.0]","[18.0, 13.0, 1.0, 1.0, 67.0, 0.0]","Brazil politics is very dynamic, I'd expect to change my mind very soon as the election campaigns start. Nevertheless, Lula's acquittal of crimes and Bolsonaro's erosion of base support seems to point to the public who seek a ""return to the good 'ol days""...at least for now."
100653,2022-02-28T14:37:10Z,17,"[24.0, 0.0, 0.0, 2.0, 73.0, 1.0]","[1.0, 0.0, 0.0, 1.0, -2.0, 0.0]",
99993,2022-02-27T23:32:13Z,8,"[27.0, 1.0, 1.0, 1.0, 70.0, 0.0]","[10.0, 0.0, 0.0, 0.0, -10.0, 0.0]",
19924,2022-02-25T21:38:26Z,1,"[25.0, 1.0, 5.0, 5.0, 60.0, 4.0]","[25.0, 1.0, 5.0, 5.0, 60.0, 4.0]",Rough guess based on a national survey.
100653,2022-02-25T15:24:41Z,16,"[23.0, 0.0, 0.0, 1.0, 75.0, 1.0]","[1.0, 0.0, 0.0, -1.0, 4.0, -4.0]",
103902,2022-02-24T19:23:54Z,2,"[0.0, 0.0, 0.0, 0.0, 100.0, 0.0]","[-10.0, -1.0, -1.0, -1.0, 13.0, 0.0]",
1333,2022-02-24T13:13:07Z,33,"[2.0, 0.0, 0.0, 0.0, 98.0, 0.0]","[-1.0, 0.0, 0.0, 0.0, 1.0, 0.0]",
103902,2022-02-23T16:56:32Z,1,"[10.0, 1.0, 1.0, 1.0, 87.0, 0.0]","[10.0, 1.0, 1.0, 1.0, 87.0, 0.0]",
99993,2022-02-22T20:22:23Z,7,"[17.0, 1.0, 1.0, 1.0, 80.0, 0.0]","[5.0, 0.0, 0.0, 0.0, -5.0, 0.0]",
1333,2022-02-22T14:14:23Z,32,"[3.0, 0.0, 0.0, 0.0, 97.0, 0.0]","[-1.0, 0.0, 0.0, 0.0, 1.0, 0.0]",
100653,2022-02-22T08:10:38Z,15,"[22.0, 0.0, 0.0, 2.0, 71.0, 5.0]","[-1.0, 0.0, 0.0, 0.0, 0.0, 1.0]",
1333,2022-02-21T19:37:22Z,31,"[4.0, 0.0, 0.0, 0.0, 96.0, 0.0]","[-1.0, 0.0, 0.0, 0.0, 1.0, 0.0]",
100653,2022-02-21T08:40:46Z,14,"[23.0, 0.0, 0.0, 2.0, 71.0, 4.0]","[-3.0, 0.0, 0.0, 0.0, -1.0, 4.0]",
1333,2022-02-21T03:43:10Z,30,"[5.0, 0.0, 0.0, 0.0, 95.0, 0.0]","[-1.0, 0.0, 0.0, 0.0, 1.0, 0.0]",
99780,2022-02-20T23:29:03Z,5,"[19.0, 0.0, 0.0, 0.0, 81.0, 0.0]","[-5.0, 0.0, 0.0, 0.0, 5.0, 0.0]",
1333,2022-02-20T10:52:47Z,29,"[6.0, 0.0, 0.0, 0.0, 94.0, 0.0]","[-1.0, 0.0, 0.0, 0.0, 1.0, 0.0]",
11430,2022-02-19T14:15:36Z,1,"[25.0, 0.0, 0.0, 0.0, 70.0, 5.0]","[25.0, 0.0, 0.0, 0.0, 70.0, 5.0]",
102243,2022-02-18T17:25:13Z,5,"[23.0, 1.0, 1.0, 2.0, 69.0, 4.0]","[4.0, -1.0, 0.0, -3.0, -1.0, 1.0]",
1333,2022-02-17T15:10:31Z,28,"[7.0, 0.0, 0.0, 0.0, 93.0, 0.0]","[1.0, 0.0, 0.0, 0.0, -1.0, 0.0]",
104715,2022-02-15T19:34:13Z,1,"[35.0, 0.0, 0.0, 0.0, 55.0, 10.0]","[35.0, 0.0, 0.0, 0.0, 55.0, 10.0]",
104657,2022-02-15T15:38:45Z,1,"[27.0, 5.0, 6.0, 4.0, 43.0, 15.0]","[27.0, 5.0, 6.0, 4.0, 43.0, 15.0]","According to several polls, Lula is leading compared to Bolsonaro (https://www.cnnbrasil.com.br/politica/datafolha-lula-tem-48-das-intencoes-de-votos-bolsonaro-22-e-moro-9/), some even say he might win in the first round. However, polls might be wrong and there are still 10 months to the elections."
94872,2022-02-15T07:00:22Z,12,"[26.0, 0.0, 0.0, 2.0, 72.0, 0.0]","[0.0, 0.0, 0.0, -1.0, 1.0, 0.0]",
100653,2022-02-14T12:31:35Z,13,"[26.0, 0.0, 0.0, 2.0, 72.0, 0.0]","[0.0, 0.0, 0.0, -1.0, 1.0, 0.0]",
25601,2022-02-13T06:59:35Z,1,"[20.0, 1.0, 1.0, 1.0, 75.0, 2.0]","[20.0, 1.0, 1.0, 1.0, 75.0, 2.0]",Go (largely) with the flow.
104754,2022-02-11T22:06:05Z,1,"[83.0, 0.0, 0.0, 0.0, 0.0, 17.0]","[83.0, 0.0, 0.0, 0.0, 0.0, 17.0]",
104684,2022-02-11T21:45:40Z,1,"[30.0, 10.0, 10.0, 10.0, 30.0, 10.0]","[30.0, 10.0, 10.0, 10.0, 30.0, 10.0]",
100653,2022-02-11T08:43:14Z,12,"[26.0, 0.0, 0.0, 3.0, 71.0, 0.0]","[1.0, 0.0, 0.0, 0.0, 0.0, -1.0]",
104743,2022-02-10T19:36:18Z,1,"[10.0, 0.0, 5.0, 15.0, 70.0, 0.0]","[10.0, 0.0, 5.0, 15.0, 70.0, 0.0]","Polls until early February 2022 have shown a stabilisation of the presidential election. No new strong candidates should show up by now. If Lula consolidates the left vote, he can even win in the first round with more than 50% national vote. If Lula goes to second turn with Bolsonaro his winning chances are strong also in the South and Southeast where PT struggled in last election. However, if Lula goes against Moro in second turn, Moro's rejection is lower than Bolsonaro for now, and this could make him more competitive against Lula. Even so, Lula is prone to win against Moro, especially if he consolidates also the centre vote, with party alliancs, and the indication of a centre VP as it seems to be his plan for now. Neither Ciro or Dória are well positioned to break the 5-10% margin"
1333,2022-02-09T20:58:19Z,27,"[6.0, 0.0, 0.0, 0.0, 94.0, 0.0]","[1.0, 0.0, 0.0, 0.0, -1.0, 0.0]",
37236,2022-02-09T20:16:57Z,4,"[24.0, 1.0, 0.0, 1.0, 74.0, 0.0]","[0.0, -8.0, 0.0, 0.0, 8.0, 0.0]",
101187,2022-02-09T18:35:28Z,2,"[25.0, 0.0, 0.0, 0.0, 75.0, 0.0]","[-20.0, -2.0, -2.0, -2.0, 28.0, -2.0]",
101542,2022-02-09T16:41:45Z,5,"[25.0, 0.0, 0.0, 0.0, 75.0, 0.0]","[-5.0, 0.0, 0.0, 0.0, 5.0, 0.0]",
85240,2022-02-09T09:36:56Z,1,"[10.0, 1.0, 1.0, 1.0, 85.0, 2.0]","[10.0, 1.0, 1.0, 1.0, 85.0, 2.0]",
94872,2022-02-09T09:09:36Z,11,"[26.0, 0.0, 0.0, 3.0, 71.0, 0.0]","[4.0, -1.0, 0.0, -5.0, 2.0, 0.0]",
100653,2022-02-09T07:47:43Z,11,"[25.0, 0.0, 0.0, 3.0, 71.0, 1.0]","[1.0, -1.0, -1.0, 0.0, 2.0, -1.0]",
1333,2022-02-08T11:10:38Z,26,"[5.0, 0.0, 0.0, 0.0, 95.0, 0.0]","[1.0, 0.0, 0.0, 0.0, -1.0, 0.0]",
1333,2022-02-07T19:45:59Z,25,"[4.0, 0.0, 0.0, 0.0, 96.0, 0.0]","[1.0, 0.0, 0.0, 0.0, -1.0, 0.0]",
86367,2022-02-07T16:37:03Z,4,"[14.0, 0.0, 0.0, 3.0, 83.0, 0.0]","[-5.0, 0.0, 0.0, 0.0, 5.0, 0.0]",
100653,2022-02-07T08:25:29Z,10,"[24.0, 1.0, 1.0, 3.0, 69.0, 2.0]","[3.0, 0.0, 0.0, -4.0, 2.0, -1.0]",
29980,2022-02-07T03:00:02Z,1,"[0.0, 10.0, 10.0, 10.0, 10.0, 60.0]","[0.0, 10.0, 10.0, 10.0, 10.0, 60.0]",
2965,2022-02-06T08:43:34Z,4,"[10.0, 0.0, 0.0, 0.0, 90.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",
28041,2022-02-05T02:51:03Z,2,"[27.0, 0.0, 0.0, 0.0, 73.0, 0.0]","[2.0, 0.0, 0.0, 0.0, -2.0, 0.0]",
100653,2022-02-04T08:27:33Z,9,"[21.0, 1.0, 1.0, 7.0, 67.0, 3.0]","[1.0, 0.0, 0.0, 0.0, -1.0, 0.0]",
100653,2022-02-03T08:36:41Z,8,"[20.0, 1.0, 1.0, 7.0, 68.0, 3.0]","[2.0, 0.0, 0.0, 0.0, -2.0, 0.0]",
94872,2022-02-02T08:48:33Z,10,"[22.0, 1.0, 0.0, 8.0, 69.0, 0.0]","[4.0, 0.0, 0.0, -1.0, -2.0, -1.0]",
101542,2022-02-01T18:58:13Z,4,"[30.0, 0.0, 0.0, 0.0, 70.0, 0.0]","[-5.0, 0.0, 0.0, 0.0, 5.0, 0.0]",
86607,2022-01-31T19:07:08Z,2,"[10.0, 0.0, 0.0, 0.0, 87.0, 3.0]","[0.0, -1.0, -1.0, -1.0, 9.0, -6.0]",
70711,2022-01-30T16:51:58Z,1,"[18.0, 0.0, 0.0, 0.0, 82.0, 0.0]","[18.0, 0.0, 0.0, 0.0, 82.0, 0.0]",
1333,2022-01-29T12:10:56Z,24,"[3.0, 0.0, 0.0, 0.0, 97.0, 0.0]","[-1.0, 0.0, 0.0, 0.0, 1.0, 0.0]",
100653,2022-01-28T08:11:13Z,7,"[18.0, 1.0, 1.0, 7.0, 70.0, 3.0]","[0.0, 0.0, 0.0, -1.0, 0.0, 1.0]",
87155,2022-01-27T21:48:11Z,3,"[25.0, 0.0, 0.0, 0.0, 75.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",
100653,2022-01-27T08:48:54Z,6,"[18.0, 1.0, 1.0, 8.0, 70.0, 2.0]","[1.0, 0.0, 0.0, 0.0, 0.0, -1.0]",
37236,2022-01-26T16:16:27Z,3,"[24.0, 9.0, 0.0, 1.0, 66.0, 0.0]","[0.0, 9.0, 0.0, -1.0, -8.0, 0.0]",Former president and US friend Fernado Henrique Cardoso today endorsed Joao (the Brazillian Berlusconi) Doria for president.
100653,2022-01-26T08:22:36Z,5,"[17.0, 1.0, 1.0, 8.0, 70.0, 3.0]","[0.0, 0.0, 0.0, 0.0, -1.0, 1.0]",
28041,2022-01-26T03:46:48Z,1,"[25.0, 0.0, 0.0, 0.0, 75.0, 0.0]","[25.0, 0.0, 0.0, 0.0, 75.0, 0.0]",
103745,2022-01-25T09:21:44Z,1,"[0.0, 0.0, 0.0, 0.0, 100.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 100.0, 0.0]",
100653,2022-01-25T08:06:29Z,4,"[17.0, 1.0, 1.0, 8.0, 71.0, 2.0]","[0.0, 0.0, 0.0, 0.0, 1.0, -1.0]",
94872,2022-01-25T07:34:37Z,9,"[18.0, 1.0, 0.0, 9.0, 71.0, 1.0]","[1.0, 0.0, -1.0, 0.0, 0.0, 0.0]",
74903,2022-01-24T10:18:21Z,2,"[0.0, 0.0, 0.0, 0.0, 85.0, 15.0]","[0.0, 0.0, 0.0, 0.0, 5.0, -5.0]",
100653,2022-01-24T09:39:01Z,3,"[17.0, 1.0, 1.0, 8.0, 70.0, 3.0]","[-1.0, 0.0, 0.0, 0.0, 0.0, 1.0]",
101542,2022-01-23T17:32:07Z,3,"[35.0, 0.0, 0.0, 0.0, 65.0, 0.0]","[-5.0, 0.0, 0.0, 0.0, 5.0, 0.0]",
102047,2022-01-23T08:02:44Z,2,"[15.0, 0.0, 0.0, 0.0, 85.0, 0.0]","[-25.0, 0.0, 0.0, 0.0, 25.0, 0.0]",
102047,2022-01-23T08:02:06Z,1,"[40.0, 0.0, 0.0, 0.0, 60.0, 0.0]","[40.0, 0.0, 0.0, 0.0, 60.0, 0.0]",
1333,2022-01-21T17:33:38Z,23,"[4.0, 0.0, 0.0, 0.0, 96.0, 0.0]","[-1.0, 0.0, 0.0, 0.0, 1.0, 0.0]",
99993,2022-01-21T17:10:28Z,6,"[12.0, 1.0, 1.0, 1.0, 85.0, 0.0]","[-8.0, 0.0, -1.0, -2.0, 12.0, -1.0]",
100653,2022-01-21T10:08:38Z,2,"[18.0, 1.0, 1.0, 8.0, 70.0, 2.0]","[1.0, 0.0, 0.0, 0.0, 0.0, -1.0]",
37236,2022-01-20T21:03:19Z,2,"[24.0, 0.0, 0.0, 2.0, 74.0, 0.0]","[-9.0, 0.0, 0.0, -2.0, 11.0, 0.0]","If you check out open sources discussing Latin America you will note Biden's has named to the post of US Ambassador to Brazil Elizabeth Frawley Bagley. Here is a link to her Wikipedia bio. https://en.wikipedia.org/wiki/Elizabeth_Frawley_Bagley She is an old Latin American hand who has also served as US Ambassador to Portugal, Brazil's ""mother country. And is a prominent Democratic Party fundraiser, supports womens and charitable causes and could be considered a powerful socialite, along the lines of what Claire Booth Luce was."
1333,2022-01-20T18:38:24Z,22,"[5.0, 0.0, 0.0, 0.0, 95.0, 0.0]","[-1.0, 0.0, 0.0, 0.0, 1.0, 0.0]",
2965,2022-01-19T16:05:08Z,3,"[10.0, 0.0, 0.0, 0.0, 90.0, 0.0]","[-10.0, 0.0, 0.0, 0.0, 10.0, 0.0]",
94872,2022-01-19T07:01:52Z,8,"[17.0, 1.0, 1.0, 9.0, 71.0, 1.0]","[1.0, -1.0, 0.0, -1.0, 1.0, 0.0]",
1333,2022-01-18T15:36:13Z,21,"[6.0, 0.0, 0.0, 0.0, 94.0, 0.0]","[-1.0, 0.0, 0.0, 0.0, 1.0, 0.0]",
103878,2022-01-18T12:12:35Z,2,"[18.0, 0.0, 0.0, 0.0, 82.0, 0.0]","[-4.0, 0.0, 0.0, 0.0, 4.0, 0.0]",
100653,2022-01-18T08:10:29Z,1,"[17.0, 1.0, 1.0, 8.0, 70.0, 3.0]","[17.0, 1.0, 1.0, 8.0, 70.0, 3.0]",
99993,2022-01-17T17:24:43Z,5,"[20.0, 1.0, 2.0, 3.0, 73.0, 1.0]","[-16.0, 0.0, 1.0, 2.0, 13.0, 0.0]",
104018,2022-01-16T22:36:28Z,1,"[12.0, 0.0, 1.0, 1.0, 85.0, 1.0]","[12.0, 0.0, 1.0, 1.0, 85.0, 1.0]",It feels the forecast should be an extreme version of the polls: - A 1% overall lead means a very slightly more than 50% chance of winning for that candidate (unless the field is very grouped or the polls generally extremely volatile); - but each extra %age point extra of lead is worth more than 1%age point extra of likelihood of winning. So if one candidate has a 20 point lead it sounds as if quite a bold prediction could be in order.
102243,2022-01-14T22:15:19Z,4,"[19.0, 2.0, 1.0, 5.0, 70.0, 3.0]","[0.0, -1.0, 0.0, 1.0, 0.0, 0.0]",
691,2022-01-14T18:22:37Z,7,"[16.0, 0.0, 0.0, 0.0, 84.0, 0.0]","[-4.0, 0.0, 0.0, 0.0, 4.0, 0.0]","https://www.reuters.com/world/americas/brazil-poll-shows-lula-gaining-over-bolsonaro-third-candidate-embryonic-2022-01-14/ Polls everywhere are increasingly meaningless, which I regard as a very good sign. However, unless the margins in the polls are pretty close, they're probably right more often than wrong. There remains the question of what sort of illegal or unconstitutional tricks Bolosonaro has up his commodious sleeve. Stay tuned."
101542,2022-01-14T16:46:35Z,2,"[40.0, 0.0, 0.0, 0.0, 60.0, 0.0]","[-5.0, 0.0, 0.0, 0.0, 5.0, 0.0]",
99780,2022-01-14T14:31:22Z,4,"[24.0, 0.0, 0.0, 0.0, 76.0, 0.0]","[-3.0, 0.0, 0.0, 0.0, 3.0, 0.0]",https://twitter.com/BlogdoNoblat/status/1481986020388347906
72705,2022-01-14T12:04:28Z,1,"[30.0, 0.0, 0.0, 0.0, 70.0, 0.0]","[30.0, 0.0, 0.0, 0.0, 70.0, 0.0]",
104209,2022-01-13T13:45:55Z,1,"[5.0, 0.0, 0.0, 5.0, 90.0, 0.0]","[5.0, 0.0, 0.0, 5.0, 90.0, 0.0]",
94872,2022-01-13T03:48:50Z,7,"[16.0, 2.0, 1.0, 10.0, 70.0, 1.0]","[-3.0, 0.0, -1.0, 0.0, 4.0, 0.0]",
56265,2022-01-13T01:14:48Z,1,"[20.0, 0.0, 0.0, 0.0, 80.0, 0.0]","[20.0, 0.0, 0.0, 0.0, 80.0, 0.0]",
1333,2022-01-11T21:53:33Z,20,"[7.0, 0.0, 0.0, 0.0, 93.0, 0.0]","[-1.0, 0.0, 0.0, 0.0, 1.0, 0.0]",
13055,2022-01-11T01:26:08Z,1,"[0.0, 0.0, 0.0, 0.0, 100.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 100.0, 0.0]",
1333,2022-01-10T22:58:24Z,19,"[8.0, 0.0, 0.0, 0.0, 92.0, 0.0]","[-1.0, 0.0, 0.0, 0.0, 1.0, 0.0]",
75884,2022-01-10T17:56:24Z,1,"[10.0, 0.0, 0.0, 0.0, 75.0, 15.0]","[10.0, 0.0, 0.0, 0.0, 75.0, 15.0]",
67403,2022-01-10T10:41:28Z,2,"[40.0, 0.0, 0.0, 0.0, 60.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","i wouldn't be so sure about the outcome, look at the polls from the last election https://en.wikipedia.org/wiki/Opinion_polling_for_the_2018_Brazilian_general_election"
67403,2022-01-10T10:38:19Z,1,"[40.0, 0.0, 0.0, 0.0, 60.0, 0.0]","[40.0, 0.0, 0.0, 0.0, 60.0, 0.0]",
1333,2022-01-09T17:02:07Z,18,"[9.0, 0.0, 0.0, 0.0, 91.0, 0.0]","[-1.0, 0.0, 0.0, 0.0, 1.0, 0.0]",
1333,2022-01-09T13:25:41Z,17,"[10.0, 0.0, 0.0, 0.0, 90.0, 0.0]","[-1.0, 0.0, 0.0, 0.0, 1.0, 0.0]",
62808,2022-01-08T21:52:59Z,4,"[0.0, 0.0, 0.0, 0.0, 100.0, 0.0]","[-10.0, 0.0, -5.0, 0.0, 15.0, 0.0]",
86367,2022-01-08T15:51:41Z,3,"[19.0, 0.0, 0.0, 3.0, 78.0, 0.0]","[-8.0, 0.0, 0.0, -5.0, 13.0, 0.0]",
103732,2022-01-07T22:31:54Z,1,"[75.0, 0.0, 0.0, 0.0, 25.0, 0.0]","[75.0, 0.0, 0.0, 0.0, 25.0, 0.0]",
1333,2022-01-07T21:38:29Z,16,"[11.0, 0.0, 0.0, 0.0, 89.0, 0.0]","[-1.0, 0.0, 0.0, 0.0, 1.0, 0.0]",
101308,2022-01-07T19:03:47Z,1,"[10.0, 0.0, 0.0, 0.0, 90.0, 0.0]","[10.0, 0.0, 0.0, 0.0, 90.0, 0.0]",
99993,2022-01-06T23:47:57Z,4,"[36.0, 1.0, 1.0, 1.0, 60.0, 1.0]","[6.0, 0.0, 0.0, -4.0, -2.0, 0.0]",
87177,2022-01-06T18:19:39Z,2,"[5.0, 0.0, 0.0, 0.0, 95.0, 0.0]","[-10.0, 0.0, 0.0, 0.0, 10.0, 0.0]",
1333,2022-01-06T14:54:27Z,15,"[12.0, 0.0, 0.0, 0.0, 88.0, 0.0]","[-1.0, 0.0, 0.0, 0.0, 1.0, 0.0]",
1333,2022-01-05T23:25:33Z,14,"[13.0, 0.0, 0.0, 0.0, 87.0, 0.0]","[-1.0, 0.0, 0.0, 0.0, 1.0, 0.0]",
37236,2022-01-05T21:41:49Z,1,"[33.0, 0.0, 0.0, 4.0, 63.0, 0.0]","[33.0, 0.0, 0.0, 4.0, 63.0, 0.0]",
99407,2022-01-03T23:23:00Z,4,"[15.0, 0.0, 0.0, 0.0, 85.0, 0.0]","[-5.0, 0.0, 0.0, 0.0, 5.0, 0.0]",
99780,2022-01-03T22:20:00Z,3,"[27.0, 0.0, 0.0, 0.0, 73.0, 0.0]","[-3.0, 0.0, 0.0, 0.0, 3.0, 0.0]","Bolsonaro hospitalized, again"
102243,2022-01-02T21:13:08Z,3,"[19.0, 3.0, 1.0, 4.0, 70.0, 3.0]","[0.0, 0.0, -1.0, -1.0, 1.0, 1.0]",
88452,2022-01-02T14:27:48Z,2,"[0.0, 0.0, 0.0, 0.0, 97.0, 3.0]","[0.0, 0.0, 0.0, 0.0, 2.0, -2.0]",
94872,2022-01-02T00:53:18Z,6,"[19.0, 2.0, 2.0, 10.0, 66.0, 1.0]","[0.0, 0.0, 0.0, -1.0, 1.0, 0.0]",
64584,2022-01-01T16:23:38Z,2,"[3.0, 0.0, 0.0, 0.0, 97.0, 0.0]","[-97.0, 0.0, 0.0, 0.0, 97.0, 0.0]",
64584,2022-01-01T16:23:04Z,1,"[100.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[100.0, 0.0, 0.0, 0.0, 0.0, 0.0]",
103878,2022-01-01T16:14:02Z,1,"[22.0, 0.0, 0.0, 0.0, 78.0, 0.0]","[22.0, 0.0, 0.0, 0.0, 78.0, 0.0]",
74903,2022-01-01T12:32:14Z,1,"[0.0, 0.0, 0.0, 0.0, 80.0, 20.0]","[0.0, 0.0, 0.0, 0.0, 80.0, 20.0]",
691,2021-12-31T23:22:14Z,6,"[20.0, 0.0, 0.0, 0.0, 80.0, 0.0]","[-14.0, 0.0, 0.0, 0.0, 14.0, 0.0]","There is at least some chance that Bolsonaro will actually win. There is also a non-zero chance that daSilva will meet with accidental death before the election. The nominees are stabbing himself fifteen or twenty times or pumping 20 or 30 rounds from an AK-47 onto his own back. Bolsonaro will declare it a suicide, and the Former Leader Of The Free World will congratulate him on his re-election. Still, the most likely is that daSilva will win and be allowed to live. Stay tuned."
22745,2021-12-31T19:19:11Z,1,"[29.0, 3.0, 6.0, 9.0, 37.0, 16.0]","[29.0, 3.0, 6.0, 9.0, 37.0, 16.0]",
1333,2021-12-31T16:04:31Z,13,"[14.0, 0.0, 0.0, 0.0, 86.0, 0.0]","[1.0, 0.0, 0.0, 0.0, -1.0, 0.0]",
103261,2021-12-31T15:17:18Z,1,"[9.0, 0.0, 0.0, 0.0, 91.0, 0.0]","[9.0, 0.0, 0.0, 0.0, 91.0, 0.0]",
45866,2021-12-30T19:28:22Z,1,"[25.0, 0.0, 0.0, 0.0, 55.0, 20.0]","[25.0, 0.0, 0.0, 0.0, 55.0, 20.0]",
100716,2021-12-30T16:56:07Z,1,"[35.0, 5.0, 5.0, 10.0, 45.0, 0.0]","[35.0, 5.0, 5.0, 10.0, 45.0, 0.0]",
98842,2021-12-30T15:42:58Z,1,"[20.0, 20.0, 0.0, 0.0, 60.0, 0.0]","[20.0, 20.0, 0.0, 0.0, 60.0, 0.0]",
103935,2021-12-30T09:46:50Z,1,"[39.0, 0.0, 0.0, 0.0, 61.0, 0.0]","[39.0, 0.0, 0.0, 0.0, 61.0, 0.0]","With the highest rejection rates of any presumptive candidate (55%), Bolsonaro faces an uphill struggle to regain public support ahead of his expected re-election bid. In recent months he has embraced generous social programmes and reached out to the North-east region – a bastion of Lula support – but these moves do not yet appear to have translated into increased support"
94872,2021-12-30T03:32:03Z,5,"[19.0, 2.0, 2.0, 11.0, 65.0, 1.0]","[1.0, 1.0, 0.0, 1.0, -3.0, 0.0]",
1333,2021-12-30T01:25:04Z,12,"[13.0, 0.0, 0.0, 0.0, 87.0, 0.0]","[-11.0, 0.0, 0.0, 0.0, 11.0, 0.0]",
46485,2021-12-29T21:21:36Z,1,"[25.0, 5.0, 5.0, 5.0, 60.0, 0.0]","[25.0, 5.0, 5.0, 5.0, 60.0, 0.0]",
53224,2021-12-29T21:06:13Z,1,"[0.0, 0.0, 0.0, 10.0, 80.0, 10.0]","[0.0, 0.0, 0.0, 10.0, 80.0, 10.0]",
